Unnamed: 0,userName,text,tweetcreatedts,tweet_clean,tweet_english
102,Arifin Kurniawan,"Masih banyak bansos yang masih tidak tepat sasaran,mohon pemerintah lebih bisa memilih mana masyarakat yang miskin beneran ,sama yang kelihatannya saja miskin,padahal punya segalanya di desa suaminya/istrinya...karena di desa saya masih banyak orang yang punya banyak warisan daro ortunya si desa lain,,tp di sini dia mendapat bpnt ,pkh,dll,,padahal menurut saya dia itu sangat tidak layak mendapat pkh dan bpnt,selain karena mereka masih muda usianya,punya banyak.warisan pula",22/06/2022 12:55,"Masih banyak bansos yang masih tidak tepat sasaran,mohon pemerintah lebih bisa memilih mana masyarakat yang miskin beneran ,sama yang kelihatannya saja miskin,padahal punya segalanya di desa suaminya/istrinya...karena di desa saya masih banyak orang yang punya banyak warisan daro ortunya si desa lain,,tp di sini dia mendapat bpnt ,pkh,dll,,padahal menurut saya dia itu sangat tidak layak mendapat pkh dan bpnt,selain karena mereka masih muda usianya,punya banyak.warisan pula","There are still many social assistances that are still not right on target, please the government more able to choose which people are really poor, the same as those who seem poor, even though they have everything in the village of her husband/his wife ... because in my village there are still many people who have a lot of heritage from his parentsother villages, but here he gets BPNT, PKH, etc., even though in my opinion he is very unworthy"
103,Sarto Waluyo,"Tidak membantu sama sekali, cuma menghabiskan uang negara. Baru masuk aja tidak bisa terkoneksi dengnan aplikasi. Apaan coba.",20/06/2022 09:28,"Tidak membantu sama sekali, cuma menghabiskan uang negara. Baru masuk aja tidak bisa terkoneksi dengnan aplikasi. Apaan coba.","Not helping at all, just spending state money.Just entering it can't be connected with the application.What are you trying."
104,Zaid Muamar,"Tadinya bisa laporan, sekarang gak bisa laporan, saya kasih bintang 1 dulu, kalo udah bisa baru bintang 5",20/06/2022 02:08,"Tadinya bisa laporan, sekarang gak bisa laporan, saya kasih bintang dulu, kalo udah bisa baru bintang","I was able to report, now I can't report, I will give you a star first, if you can just a star"
105,rudhy insany,Masak 3 minggu gk di verfikasi juga.. Emang nya yg terima laporan 1 orang aja staff nya... Gk berguna di buat... Buat laporan tapi sempai sekarang belum di verifikasi juga..udah seminggu..,20/06/2022 01:28,Masak minggu gk di verfikasi juga.. Emang nya yg terima laporan orang aja staff nya... Gk berguna di buat... Buat laporan tapi sempai sekarang belum di verifikasi juga..udah seminggu..,Cook the week not verified either ... indeed the one who received the report of the staff ... it is not useful to make ... for a report but now it hasn't been verified now ... it's already a week ..
106,sidul dul,Aplikasi error,20/06/2022 01:25,Aplikasi error,Error application
107,Irfan Ramadhan,Tolong perbaiki,17/06/2022 15:22,Tolong perbaiki,Please fix it
108,Dedi Zega,Laporan di respon,17/06/2022 07:18,Laporan di respon,Report on response
109,Apenks Sihaloho,Aplikasi jelek dan sering error kok dijadikan kebanggaan??,16/06/2022 14:24,Aplikasi jelek dan sering error kok dijadikan kebanggaan??,"Bad applications and often error, how come it is made pride ??"
110,Hobi Pinggiran,"Apaan ni login close trus, skalinya masuk server ero#percumalapor",16/06/2022 13:31,"Apaan ni login close trus, skalinya masuk server ero","What is this login close then, the scaling is in the ero server"
111,M. Barnas Geram Banten Barnas,Aplikasi span lapor elor terus tiap hari percuma pemerintah mengadakan aplikasi ini klw aplikasi span lapor ga bisa di gunakan,15/06/2022 14:30,Aplikasi span lapor elor terus tiap hari percuma pemerintah mengadakan aplikasi ini klw aplikasi span lapor ga bisa di gunakan,Application Span Report Elor Continue every day the government is to hold this application if the application span reports can not be used
112,Anggi Kurniawan,"Tolong diperbaiki lagi, mau login aja susah",15/06/2022 14:22,"Tolong diperbaiki lagi, mau login aja susah","Please fix it again, just want to login hard"
113,Ahmad Khaikal,"Kenapa akun sy atas 2x laporan pengaduan , saat ini terblok . Mohon pemerintah pusat lebih memperhatikan lebih serius laporan pengaduan terhadap kami, ditujukan kepada pemerintah daerah khusus ATR BPN kota Jambi . Atas berkas masuk no. 4429/2022 SHM 255 . Jelas terindikasi kesengajaan maladministrasi terhadap kantor BPN kota Jambi serta ada unsur pihak"" internal dan external terkait didalamnya (mafia tanah).",15/06/2022 07:54,"Kenapa akun sy atas x laporan pengaduan , saat ini terblok . Mohon pemerintah pusat lebih memperhatikan lebih serius laporan pengaduan terhadap kami, ditujukan kepada pemerintah daerah khusus ATR BPN kota Jambi . Atas berkas masuk no. /2022 SHM . Jelas terindikasi kesengajaan maladministrasi terhadap kantor BPN kota Jambi serta ada unsur pihak"" internal dan external terkait didalamnya (mafia tanah).","Why is my account on x complaint reports, currently blocked.Please pay more about the more serious about the complaint report against us, addressed to the Special Regional Government of ATR BPN Jambi City.For the file entry no./2022 SHM.Clearly indicated maladministration of the Maladministration of the Jambi City BPN Office and there are elements of internal and external parties related in it (land mafia)."
114,Muhammad Farhan,"Aplikasi eror gabisa ke gunung ke jaringan aplikasi perlu pembenahan aplikasi ini, terkesan tidak ada gunanya untuk sekarang. Semoga bisa dibenahi",14/06/2022 13:32,"Aplikasi eror gabisa ke gunung ke jaringan aplikasi perlu pembenahan aplikasi ini, terkesan tidak ada gunanya untuk sekarang. Semoga bisa dibenahi","Error Application Gabisa to the mountain to the application network needs to improve this application, it seems there is no point for now.Hopefully it can be addressed"
115,Aulia Insan,Bagi yang ingin laporan saran lebih baik gunakan website resminya saja yaitu lapor.go.id,14/06/2022 02:26,Bagi yang ingin laporan saran lebih baik gunakan website resminya saja yaitu lapor.go.id,"For those who want a suggestion report, it's better to use the official website, namely report.go.id"
116,Muhammad Irfan,aplikasi error tidak dapat melihat informasi laporan dan muncul tulisan terjadi masalah koneksi padahal koneksi saya baik baik saja,13/06/2022 10:34,aplikasi error tidak dapat melihat informasi laporan dan muncul tulisan terjadi masalah koneksi padahal koneksi saya baik baik saja,The error application cannot see the report information and the writing comes on connection problems even though my connection is fine
117,Diediek Hendarko,Server'e soak,13/06/2022 08:20,Server'e soak,Server'e Soak
118,Dwi Haryanto,"Kok makin lama bukan makin baik appnya??,error terus",10/06/2022 12:42,"Kok makin lama bukan makin baik appnya??,error terus","How come the longer it is not the better the amend ??, the error continues"
119,Agnes Manlesu,Aplikasi dari negara tapi Gagal konek ke server terus. Buang2 uang negara saja,09/06/2022 08:24,Aplikasi dari negara tapi Gagal konek ke server terus. Buang2 uang negara saja,Applications from the country but fail to connect to the server.Just throw away state money
120,Barciell Fahri,eror dn eror.. apk mcm apa ini,09/06/2022 03:12,eror dn eror.. apk mcm apa ini,error and error .. what kind of apk this is
121,AsepNugraha JaSun,Setiap membuat laporan... 3 hari kemudian server error : jelaskan kenapa...diretas yah,09/06/2022 00:47,Setiap membuat laporan... hari kemudian server error : jelaskan kenapa...diretas yah,Every time you make a report ... the day later the server error: explain why ... hacked
122,MASCODETNG,Internal Server Error: Server Error,08/06/2022 13:29,Internal Server Error: Server Error,Internal Server Error: Server Error
123,suwanda,"Aplikasinya bagus saya kasih bintang 5,garcep responnya cuma terkadang eror",08/06/2022 10:48,"Aplikasinya bagus saya kasih bintang ,garcep responnya cuma terkadang eror","The application is good I give a star, the response gercep is only sometimes an error"
124,Muhamad Barnas,Aplikasi span lapor hampir setiap hari elor terus ga bisa kebuka dan klw di buka aplikasi span lapor ada jawaban tidak bisa terhubung ke aplikasi atau terdapat bacaan avdet aplikasi tolong dong bagi yng paham kasih penjelasan,07/06/2022 17:58,Aplikasi span lapor hampir setiap hari elor terus ga bisa kebuka dan klw di buka aplikasi span lapor ada jawaban tidak bisa terhubung ke aplikasi atau terdapat bacaan avdet aplikasi tolong dong bagi yng paham kasih penjelasan,Span application reports almost every day Elor can not open and if you open the application span report there is an answer that cannot be connected to the application or there is an AVDET application reading please for you to understand the explanation
125,Latif Mustofa,Bagus,07/06/2022 14:57,Bagus,Good
126,Hery Purnomo,Bravo,07/06/2022 07:19,Bravo,Bravo
127,Lendra CRS,"Gimana cara Login nya? Ko aplikasi nya bermasalah ya 1.Baru download aplikasi ini tapi minta Update padahal baru download 2. Sudah daftar malah Username atau kata sandi nya salah, padahal baru daftar 3. Login pakai akun Gmail tapi server error' Apakah lagi ada perbaikan atau tidak bisa sembarang login",07/06/2022 03:34,"Gimana cara Login nya? Ko aplikasi nya bermasalah ya .Baru download aplikasi ini tapi minta Update padahal baru download . Sudah daftar malah Username atau kata sandi nya salah, padahal baru daftar . Login pakai akun Gmail tapi server error' Apakah lagi ada perbaikan atau tidak bisa sembarang login","How do you login?How come the application is problematic.Already a list even the username or password is wrong, even though it just registered.Login using a gmail account but server error 'whether there is an improvement or cannot be just any login"
128,Ailin Najwa,"Saya kasih bintang satu saja karena di android tdk bisa di akses dg mudah selalu server error tdk ada koneksi ke aplikasi,tolong dong di perbaiki lagi",06/06/2022 21:50,"Saya kasih bintang satu saja karena di android tdk bisa di akses dg mudah selalu server error tdk ada koneksi ke aplikasi,tolong dong di perbaiki lagi","I just give one star because on Android it can't be accessed easily, always a server error, there is no connection to the application, please fix it again"
129,Johan Theo,Ini,06/06/2022 14:02,Ini,This
130,Emteka Sialan,"Min, saya saranin diperbaiki lagi servernya. Soalnya sering server error. Mungkin karena kebanyakan yang lapor kali yah ??",06/06/2022 06:53,"Min, saya saranin diperbaiki lagi servernya. Soalnya sering server error. Mungkin karena kebanyakan yang lapor kali yah ??","Min, I suggest to repair the server again.The problem is often the server error.Maybe because most of the reports are you reported ??"
131,rama noer,Log in pakai google akun ngak bisa,03/06/2022 12:32,Log in pakai google akun ngak bisa,Login using Google Account Can't
132,Muh.C Uz,Tdk mendapat tindakan lebih lanjut hanya sampai minta data yg tidak penting,01/06/2022 17:42,Tdk mendapat tindakan lebih lanjut hanya sampai minta data yg tidak penting,Did not get further action just to ask for unimportant data
133,joko ganti,"Aplikasi ga berguna, percuma bikin laporan, admin ga pernah verifikasi akhirnya laporan hilang dlm 3hr dan tidak ada tindak lanjut",01/06/2022 11:17,"Aplikasi ga berguna, percuma bikin laporan, admin ga pernah verifikasi akhirnya laporan hilang dlm hr dan tidak ada tindak lanjut","The application is not useful, it's useless to make a report, the admin has never been verified, finally the report is lost in HR and there is no follow -up"
134,kiki sakinah,Alhamdulillah urusan sy dipermudah dan ada progres setelah melaporkan melalui aplikasi lapor... pihak terkait dan terlapor langsung merespon dengan baik dan memprioritaskan berkas yang prosesnya sudah lama (sejak 2017) tidak terselesaikan,01/06/2022 02:31,Alhamdulillah urusan sy dipermudah dan ada progres setelah melaporkan melalui aplikasi lapor... pihak terkait dan terlapor langsung merespon dengan baik dan memprioritaskan berkas yang prosesnya sudah lama (sejak ) tidak terselesaikan,"Alhamdulillah, my affairs are made easier and there is progress after reporting through the LAPOR application ... related parties and reported immediately respond well and prioritize files that have been long (since) not resolved"
135,Gandi Wibowo,"Sudah bertahun-tahun gak pakai aplikasi ini, dah lupa password. Coba pilihan ""lupa password"" tapi gak ada email yg diterima. Setelah baca ulasan aplikasinya, Sepertinya masalah login ini banyak yg mengalami. Tolong yg sudah bisa login, bikin laporan lah di aplikasi ini, biar pejabatnya pada tahu kalau masalah login ini bermasalah.",30/05/2022 01:57,"Sudah bertahun-tahun gak pakai aplikasi ini, dah lupa password. Coba pilihan ""lupa password"" tapi gak ada email yg diterima. Setelah baca ulasan aplikasinya, Sepertinya masalah login ini banyak yg mengalami. Tolong yg sudah bisa login, bikin laporan lah di aplikasi ini, biar pejabatnya pada tahu kalau masalah login ini bermasalah.","I haven't used this application for years, I have forgotten the password.Try the ""Forgotten Password"" option but no email received.After reading the application review, it seems that this login problem has experienced.Please those who can log in, make a report in this application, so that the officials know that this login problem is problematic."
136,Teti Suherti,"Ini kenapa sih dri kemarin gak bisa login pdhl kuota masih ada, tolong di perbaiki dong, status laporan saya gak d ACC"" dri sejak ramadhan hampir satu bulan tdk ada tindakan, msih stuck d tindakan satu, d tambah skrg gak bisa login, gmn sih nih apk",26/05/2022 21:27,"Ini kenapa sih dri kemarin gak bisa login pdhl kuota masih ada, tolong di perbaiki dong, status laporan saya gak d ACC"" dri sejak ramadhan hampir satu bulan tdk ada tindakan, msih stuck d tindakan satu, d tambah skrg gak bisa login, gmn sih nih apk","This is why from yesterday I couldn't log in on the quota still available, please fix it, my report status was not in acc.here apk"
137,Nopriansyah Giggs,"Kemarin bisa login, skrg dh 2 hari ga bs login, katanya gagal terkoneksi...",26/05/2022 17:18,"Kemarin bisa login, skrg dh hari ga bs login, katanya gagal terkoneksi...","Yesterday I could log in, now I can't log in, he said failed to connect ..."
138,Cahyadi Slamet,"Jelek sekali.. kenapa aplikasi yg dibuat negara kok seperti main2, susah akses, susah login, susah kirim.. seperti hanya terpenuhi kewajiban sudah dibuat saja, tapi nol aplikasinya,",26/05/2022 11:24,"Jelek sekali.. kenapa aplikasi yg dibuat negara kok seperti main2, susah akses, susah login, susah kirim.. seperti hanya terpenuhi kewajiban sudah dibuat saja, tapi nol aplikasinya,","Very ugly .. why the application made by the state is like playing, difficult to access, difficult to log in, difficult to send ... like only fulfilled the obligation has been made, but zero the application,"
